id	BTAS.1	BTAS.2	BTAS.3	BTAS.4	BTAS.6	MTAS.1	MTAS.2	MTAS.3	MTAS.4	MTAS.5	MTAS.6
PCHAS_0307900	1801	1246	322	1747	812	904	829	661	799	592	657
PCHAS_0308000	379	308	158	440	194	155	230	134	190	80	151
PCHAS_0308100	472	423	296	618	309	201	283	182	290	98	169
PCHAS_0308200	2648	1818	1011	4120	1865	511	230	145	314	377	405
PCHAS_0308300	2487	1817	898	4294	1700	515	163	169	368	382	399
PCHAS_0308400	1189	987	595	1564	645	391	535	363	709	182	355
PCHAS_0308500	456	537	404	699	280	218	237	186	259	115	143
PCHAS_0308600	446	361	219	564	266	223	272	173	298	133	183
PCHAS_0308700	560	462	528	1011	356	208	303	159	327	119	177
PCHAS_0308800	17	36	12	17	16	34	9	3	11	4	15
PCHAS_0308900	5055	2714	1524	5441	3046	3552	2092	2020	2087	2134	2246
PCHAS_0309000	7284	6196	2983	9690	3864	3871	5029	3141	5343	2023	3353
PCHAS_0309100	9382	8274	3252	13031	4405	5449	4188	3620	5080	2717	3669
PCHAS_0309200	10318	12438	5941	15746	5487	4496	4873	3350	5677	1963	3614
PCHAS_0309300	10385	6251	4363	12440	6217	9308	7484	5923	7708	5179	6355
PCHAS_0309400	2542	2099	1070	3004	1284	1552	1421	1041	1330	699	890
PCHAS_0309500	731	877	470	1218	442	386	422	229	517	155	238
PCHAS_0309600	665	437	274	896	439	241	239	168	315	127	187
PCHAS_0309700	858	330	272	1017	1039	651	204	217	347	431	402
PCHAS_0309800	620	391	200	760	479	305	180	134	310	180	225
PCHAS_0309900	94	75	59	156	53	21	27	8	38	12	27
PCHAS_0310000	7850	5461	3501	9401	4067	3686	3144	2525	3189	1873	2612
PCHAS_0310100	1039	584	355	1000	433	401	369	217	422	158	286
PCHAS_0310200	1863	1684	455	2338	984	1030	787	587	854	656	636
PCHAS_0310300	1111	1162	489	1518	614	532	597	428	681	274	396
PCHAS_0310400	10	5	2	9	3	6	3	5	1	0	6
PCHAS_0310500	1374	954	649	1593	794	803	846	512	879	433	581
PCHAS_0310600	486	447	216	622	274	192	197	188	209	98	126
PCHAS_0310700	1759	1376	634	2224	1087	689	835	634	868	353	583
PCHAS_0310800	2301	2147	1315	3555	1430	1017	1688	965	1748	561	833
PCHAS_0310900	398	349	157	567	257	325	266	237	308	189	203
PCHAS_0311000	970	677	229	938	423	592	544	371	447	374	390
PCHAS_0311100	2024	1349	762	2262	1217	1441	1365	943	1380	737	1060
PCHAS_0311200	1040	976	469	1502	554	590	744	502	760	313	479
PCHAS_0311300	3708	3127	1842	4984	2153	2490	2153	1617	2427	1250	1838
PCHAS_0311400	10624	6951	4357	12481	5717	9757	9035	6941	8739	5399	6956
PCHAS_0311500	15613	7299	5136	19230	10685	18256	16339	12479	16369	9121	13471
PCHAS_0311600	281	95	145	448	562	349	119	112	228	187	281
PCHAS_0311700	1134	925	439	1364	575	485	515	359	524	288	366
PCHAS_0311800	1599	1418	690	1659	787	726	835	466	756	371	485
PCHAS_0311900	407	370	210	610	314	97	123	88	214	67	118
PCHAS_0312000	249	297	171	407	205	72	84	80	128	45	29
PCHAS_0312100	2477	2249	1294	2977	1298	1069	1236	912	1291	536	840
PCHAS_0312200	613	572	236	761	276	173	285	187	290	80	133
PCHAS_0312300	273	217	249	367	116	77	91	43	100	32	50
PCHAS_0312400	177	179	67	197	106	49	69	46	55	35	41
PCHAS_0312500	416	366	198	503	202	107	160	94	145	53	111
PCHAS_0312600	253	168	147	364	192	124	66	36	83	56	57
PCHAS_0312700	902	686	450	1195	627	274	327	247	418	165	226
PCHAS_0312800	251	107	62	301	120	65	59	30	61	32	41
PCHAS_0312900	2968	1709	1522	3485	1642	1058	1502	926	1562	605	1077
PCHAS_0313000	2323	1718	1246	3094	1443	885	1289	907	1566	527	734
PCHAS_0313100	6772	2704	2524	7931	5114	5963	6454	4564	6372	2811	4272
PCHAS_0313200	1751	1987	1014	2747	1024	634	777	447	796	294	477
PCHAS_0313300	926	605	472	1131	626	279	397	281	519	192	328
PCHAS_0313400	315	282	65	355	119	95	111	76	123	75	73
PCHAS_0313500	818	231	258	958	1165	743	225	241	372	413	524
PCHAS_0313600	437	175	199	525	585	307	105	98	177	205	221
PCHAS_0313700	11285	6779	3948	12178	6910	4642	4509	3193	5201	2737	3804
PCHAS_0313800	1097	431	246	1239	1182	1031	344	375	645	644	703
PCHAS_0313900	6686	5256	3547	9373	3979	3447	4062	2885	4494	1800	2595
PCHAS_0314000	1608	1162	802	1673	824	1158	909	763	1000	721	822
PCHAS_0314100	212	119	39	231	62	53	24	30	39	26	42
PCHAS_0314200	2442	1638	1090	2958	1530	1302	1457	1041	1600	706	1048
PCHAS_0314300	1313	770	438	1376	764	548	627	467	667	336	468
PCHAS_0314400	1209	798	485	1489	702	737	707	577	709	344	544
PCHAS_0314500	4683	2757	1627	5814	3348	2959	3466	2318	3720	1549	2379
PCHAS_0314600	4240	2558	1245	4975	2429	4333	2694	2544	2935	2310	2998
PCHAS_0314700	619	437	274	565	321	514	307	251	249	319	233
PCHAS_0314800	1572	684	341	2196	1086	433	166	173	385	267	311
PCHAS_0314900	518	329	293	753	348	197	268	152	245	117	144
PCHAS_0315000	343	348	140	540	182	136	196	160	222	85	134
PCHAS_0315100	885	522	347	1160	527	394	374	321	394	256	326
PCHAS_0315200	1911	1314	739	2319	1176	1003	1143	875	1136	671	757
PCHAS_0315300	80	25	22	74	52	41	43	21	18	15	26
PCHAS_0315400	9689	6750	3164	11139	4661	5257	3832	3115	4208	2573	3607
PCHAS_0315500	93	39	130	127	160	62	22	20	45	84	66
PCHAS_0315600	1902	823	421	1851	980	881	452	467	597	594	514
PCHAS_0315700	176	85	28	180	74	66	33	32	36	34	59
PCHAS_0315800	273	193	86	390	221	163	45	29	74	58	87
PCHAS_0315900	12736	9441	3935	15735	7033	8641	7619	5832	7743	4049	6149
PCHAS_0316000	185	110	150	232	140	105	93	98	100	50	84
PCHAS_0316100	280	210	214	340	235	137	141	104	174	93	95
PCHAS_0316200	394	354	340	579	247	216	222	213	227	124	190
PCHAS_0316300	5785	3648	1472	6642	3468	3977	2938	2277	3320	2102	2602
PCHAS_0316400	2836	1663	1069	2947	1696	1788	1454	1234	1447	1025	1243
PCHAS_0316500	679	619	408	783	427	259	317	195	326	106	185
PCHAS_0316600	2438	2607	1145	3263	1289	1287	1378	875	1636	426	932
PCHAS_0316700	1823	1130	664	2037	1389	740	744	523	847	370	709
PCHAS_0316800	5303	4330	1987	6343	2771	3142	2650	1966	2743	1466	2055
PCHAS_0316900	288	201	64	419	200	104	55	36	53	44	64
PCHAS_0317000	122	95	38	101	29	26	16	8	20	14	17
PCHAS_0317100	178	187	125	309	127	30	64	51	86	33	57
PCHAS_0317200	826	596	382	966	723	446	474	357	558	212	445
PCHAS_0317300	1493	1572	895	1844	907	655	708	476	791	392	510
PCHAS_0317400	3906	2905	1895	5093	2712	2167	2770	2020	3307	1293	2068
PCHAS_0317500	1697	917	733	1920	1064	997	773	652	916	554	751
PCHAS_0317600	418	252	87	574	277	59	49	34	61	73	90
PCHAS_0317700	3044	2949	1123	4508	1821	1799	2005	1208	2132	766	1461
PCHAS_0317800	417	265	253	543	201	170	169	108	184	107	122
PCHAS_0317900	7819	7200	4208	12294	3520	4637	3286	2819	4408	1333	3637
PCHAS_0318000	739	510	304	948	424	181	208	166	266	106	129
PCHAS_0318100	9122	5482	3502	11096	5202	7057	5940	4703	5971	3748	4941
PCHAS_0318200	4391	3561	2412	5567	2997	2011	1786	1360	2225	1251	1946
PCHAS_0318300	7375	3504	10046	9421	9336	6912	4320	3444	8613	3211	9804
PCHAS_0318400	4497	3222	1525	4823	2260	3510	2084	2003	2308	2271	2545
PCHAS_0318500	68	53	36	76	52	141	98	90	186	76	143
PCHAS_0318600	93	44	27	75	118	50	16	18	46	21	68
PCHAS_0318700	10567	5344	3568	10959	7382	11400	6325	6226	6714	7327	7436
PCHAS_0318800	160	143	56	186	99	75	69	39	38	28	19
PCHAS_0318900	149	71	184	208	180	196	114	65	307	74	276
PCHAS_0319000	52	22	45	46	38	18	23	5	18	14	37
PCHAS_0319100	9	21	6	35	12	59	39	37	66	22	34
PCHAS_0319200	87	79	37	108	72	51	64	33	74	39	60
PCHAS_0319300	1	1	8	3	12	288	87	129	232	73	263
PCHAS_0319400	25	12	9	43	23	79	22	21	12	8	24
PCHAS_0319500	38	20	1	12	20	37	39	54	5	8	21
PCHAS_0319600	18	29	25	24	31	848	195	260	23	192	668
PCHAS_0319700	293	169	62	304	158	1542	591	398	49	216	802
PCHAS_0319800	121	119	10	173	45	465	227	171	26	99	257
PCHAS_0319900	79	49	48	121	47	1890	851	461	132	348	1105
PCHAS_0320000	120	155	62	168	201	1464	1060	649	281	427	961
PCHAS_0320100	14	24	15	13	45	493	221	211	51	152	267
PCHAS_0320200	23	77	60	118	78	913	654	270	134	311	633
PCHAS_0320300	52	67	18	185	42	229	126	102	53	67	208
PCHAS_0320400	170	241	109	312	177	246	116	83	111	73	104
PCHAS_0320500	160	205	221	395	124	64	83	63	140	32	99
PCHAS_0400101	142	117	102	222	139	2657	1276	1392	1066	1344	1149
PCHAS_0400111	40	9	17	70	56	3939	2146	2223	1695	2294	1846
PCHAS_0400121	122	114	54	141	68	4117	2592	2530	2288	2396	2395
PCHAS_0400200	102	50	42	117	73	5139	3798	3426	2818	3123	2701
PCHAS_0400300	109	53	29	92	66	6294	4460	4949	3831	3586	3548
PCHAS_0400400	72	21	4	52	19	2799	2524	2292	2176	2071	1713
PCHAS_0400500	77	16	36	83	12	8162	2590	5176	2832	4289	3692
PCHAS_0400600	93	129	66	120	38	345	315	233	296	251	141
PCHAS_0400700	197	148	107	190	200	82	38	50	44	33	97
PCHAS_0400800	51	19	26	21	12	9	13	4	6	7	11
PCHAS_0400900	10581	8778	4291	13974	5246	6674	3916	3729	4786	3085	4336
PCHAS_0401000	2242	1709	1269	2718	1091	3642	2668	2038	3049	1415	2381
PCHAS_0401100	86	43	39	72	38	1586	680	842	704	547	1175
PCHAS_0401200	42	25	41	47	50	268	244	147	264	123	340
PCHAS_0401300	87	78	54	61	100	33	15	26	94	28	72
PCHAS_0401400	0	0	2	1	0	0	0	0	2	0	0
PCHAS_0401500	31	60	7	73	46	80	42	64	99	67	90
PCHAS_0401600	967	630	415	1016	585	294	422	208	276	217	260
PCHAS_0401700	436	213	527	563	1008	364	75	153	345	170	583
PCHAS_0401800	333	261	132	413	196	128	112	81	145	47	105
PCHAS_0401900	3314	2202	1161	4166	1896	2135	1899	1422	2085	995	1578
PCHAS_0402000	3317	2248	1403	4194	2444	2021	2289	1776	2758	1058	1961
PCHAS_0402100	3916	2251	1105	4180	2260	1781	1764	1429	1601	1005	1212
PCHAS_0402200	1734	1463	733	1981	742	1030	943	653	782	435	675
PCHAS_0402300	2178	1128	561	2309	1148	948	686	561	676	408	572
PCHAS_0402400	26839	16387	9478	30670	14161	16744	14824	11151	14837	8983	11907
PCHAS_0402500	2054	1323	608	2421	1313	1127	1252	934	1273	664	771
PCHAS_0402600	2111	1489	873	2609	1347	851	1066	754	1114	514	806
PCHAS_0402700	4188	2303	1625	5256	3129	3523	3199	2335	3043	1902	2401
PCHAS_0402800	881	918	274	1291	439	412	436	309	535	236	315
PCHAS_0402900	613	399	189	574	338	534	339	275	275	330	250
PCHAS_0403000	9153	6001	2755	10744	5381	7325	6444	4793	5834	3766	4903
PCHAS_0403100	294	163	101	308	103	146	82	54	89	48	60
PCHAS_0403200	6095	4915	1863	7876	3363	3276	3962	2693	4000	1786	2597
PCHAS_0403300	2182	1621	1398	2873	1218	1194	1323	897	1319	614	733
PCHAS_0403400	376	226	63	521	254	64	27	27	70	66	56
PCHAS_0403500	14	6	2	15	16	5	0	0	3	5	3
PCHAS_0403600	2444	1091	546	3504	2311	1116	371	366	744	750	808
PCHAS_0403700	7004	4562	2522	8152	3949	3710	2839	2323	3121	2164	2838
PCHAS_0403800	3571	2484	1386	4484	2236	1492	1720	1142	1760	886	1005
PCHAS_0403900	9755	9653	7054	13904	4577	4750	4828	3783	5256	2976	3890
PCHAS_0404000	378	439	217	531	205	193	173	116	187	121	133
PCHAS_0404100	7	7	4	10	3	4	2	3	5	0	3
PCHAS_0404200	103	103	81	124	70	55	37	30	67	14	48
PCHAS_0404300	504	381	196	672	235	200	192	145	182	100	155
PCHAS_0404400	2241	1341	837	2505	985	925	782	553	775	519	670
PCHAS_0404500	6369	4009	3463	7937	4279	4876	4768	3610	4601	2653	3359
PCHAS_0404600	1481	727	407	1961	1362	765	425	417	644	571	568
PCHAS_0404700	8144	6754	4300	10086	4560	2934	2992	2140	3677	1496	2755
PCHAS_0404800	1173	984	471	1465	555	607	577	476	576	243	443
PCHAS_0404900	10835	8452	5366	15337	7509	6121	8483	5302	8841	3244	5349
PCHAS_0405000	4982	3269	2132	5851	2619	4359	2818	2589	2953	2281	2946
PCHAS_0405100	1938	1900	1197	2755	941	760	1031	645	1184	395	578
PCHAS_0405200	101	56	57	160	89	33	12	13	24	14	31
PCHAS_0405300	3504	3536	1958	4857	1560	1916	1563	1210	1648	729	1316
PCHAS_0405400	1771	1253	634	2168	1054	1109	1085	861	1185	652	780
PCHAS_0405500	798	600	401	1003	512	315	317	225	426	125	208
PCHAS_0405600	2369	2580	1308	3545	1394	1327	1526	1038	1681	697	865
PCHAS_0405700	18239	11921	6098	22137	10682	13386	10097	8077	10327	6790	8716
PCHAS_0405800	7086	5807	3658	8941	3817	3436	3019	2354	3057	2010	2461
PCHAS_0405900	929	899	215	1149	587	452	497	439	502	335	425
PCHAS_0406000	762	810	390	1145	494	359	439	257	447	201	290
PCHAS_0406100	4358	4021	2081	6193	2433	1623	2318	1470	2660	919	1447
PCHAS_0406200	7789	7636	5489	10197	3901	3237	3372	2359	3814	1597	2478
PCHAS_0406300	7131	7190	4800	9497	4061	2921	3518	2279	4111	1588	2605
PCHAS_0406400	12193	11580	5492	16819	7066	6594	6903	5013	7700	3232	5407
PCHAS_0406500	435	201	90	583	357	332	117	141	182	219	213
PCHAS_0406600	476	361	213	651	285	227	219	134	224	100	173
PCHAS_0406700	2731	1881	1033	2843	1348	1621	1181	1105	1209	1105	1054
PCHAS_0406800	2823	1867	798	3078	1493	1208	1106	784	1032	769	837
PCHAS_0406900	7028	3387	1850	7721	4817	7688	5499	4511	5427	3707	4836
PCHAS_0407000	2152	1497	1085	2837	1232	733	830	536	826	412	602
PCHAS_0407100	266	216	203	492	246	72	50	29	68	67	107
PCHAS_0407200	1521	1325	647	2218	879	755	1054	688	977	414	611
PCHAS_0407300	1864	728	446	1890	1526	2250	1084	870	1223	1340	1353
PCHAS_0407400	2822	2803	1447	3972	1449	1232	1898	1212	1998	801	1126
PCHAS_0407500	335	132	151	349	443	279	114	93	127	193	257
PCHAS_0407600	358	392	230	540	193	90	113	77	142	51	87
PCHAS_0407700	4413	2980	1681	5090	2302	2869	2341	1976	2404	1551	1994
PCHAS_0407800	373	153	138	521	711	462	129	158	253	272	307
PCHAS_0407900	534	470	330	710	307	315	264	154	302	147	230
PCHAS_0408000	6879	4001	2107	8246	4064	4535	4201	3255	4242	2354	3388
PCHAS_0408100	1016	705	372	1196	560	409	411	329	460	236	290
PCHAS_0408200	134	71	36	176	62	20	10	13	16	15	6
PCHAS_0408300	5354	2688	1782	5803	3384	4458	3094	2737	3173	2457	3060
PCHAS_0408400	665	426	191	687	368	285	237	192	275	177	227
PCHAS_0408500	3588	2727	1966	4886	2301	1258	1778	1027	1881	611	1085
PCHAS_0408600	9422	11155	3817	14687	4822	5475	5093	3696	5662	2281	4106
PCHAS_0408700	341	257	181	419	205	124	173	116	214	77	98
PCHAS_0408800	332	375	273	487	266	165	233	167	201	112	97
PCHAS_0408900	1667	1217	735	2213	1023	623	1008	596	969	388	557
PCHAS_0409000	499	456	239	658	211	202	301	172	244	114	147
PCHAS_0409100	17	11	8	30	22	6	5	0	3	3	2
PCHAS_0409200	1268	891	1077	2136	1634	1005	1255	934	1928	577	1541
PCHAS_0409300	3693	2268	1482	4327	2099	1996	2220	1606	2049	1104	1469
PCHAS_0409400	4200	1821	848	3716	2248	2881	1891	1746	1876	1794	1950
PCHAS_0409500	985	764	400	1174	440	266	423	303	387	200	304
PCHAS_0409600	1535	1373	916	2002	882	1055	843	727	943	675	737
PCHAS_0409700	1769	1512	758	2236	996	980	848	755	948	571	721
PCHAS_0409800	3961	2330	1218	4210	1979	2791	1889	1760	1943	1689	1959
PCHAS_0409900	421	253	115	474	251	170	156	135	194	142	167
PCHAS_0410000	1012	695	239	1207	596	398	441	310	494	165	299
PCHAS_0410100	1591	1027	592	1814	941	501	653	460	713	337	407
PCHAS_0410200	3263	1961	1196	3875	1981	1082	1469	875	1583	609	868
PCHAS_0410300	598	511	196	504	242	210	135	97	252	164	161
PCHAS_0410400	1022	836	454	1354	329	332	386	320	584	196	328
PCHAS_0410500	772	606	249	905	440	95	189	108	196	76	91
PCHAS_0410600	484	255	152	734	389	112	47	55	107	59	94
PCHAS_0410700	12616	8632	4765	14553	6409	7297	6500	5288	6759	4059	5353
PCHAS_0410800	395	221	140	403	239	129	111	128	130	79	133
PCHAS_0410900	234	229	195	338	110	69	143	64	126	42	59
PCHAS_0411000	1654	1250	573	2037	883	763	823	611	839	455	524
PCHAS_0411100	1709	1035	660	1755	941	521	594	424	577	307	352
PCHAS_0411200	5307	4411	1907	6061	2447	3033	2820	2139	2655	1589	1952
PCHAS_0411300	9722	6718	4704	11779	5556	7085	4583	4252	5033	3482	4654
PCHAS_0411400	9644	5445	3531	11069	6626	5664	3947	3288	4235	3044	3923
PCHAS_0411500	6981	6177	2851	9332	3972	3237	3351	2486	3676	1911	2360
PCHAS_0411550	26	31	17	17	26	20	7	3	6	7	13
PCHAS_0411600	283	206	213	369	151	127	176	91	197	91	98
PCHAS_0411700	1492	1079	738	2041	1037	830	1085	677	1075	431	637
PCHAS_0411800	832	408	282	658	399	422	441	321	370	229	298
PCHAS_0411900	1028	610	326	1293	691	682	544	455	566	364	484
PCHAS_0412000	599	560	260	824	352	374	388	260	478	164	234
PCHAS_0412100	178	130	86	213	128	69	102	81	130	34	79
PCHAS_0412200	183	123	57	336	154	90	21	25	41	41	44
PCHAS_0412300	2293	1976	1288	2736	1246	1486	1405	1060	1451	891	1086
PCHAS_0412400	4143	2729	1739	4739	2441	2406	2160	1516	1978	1319	1577
PCHAS_0412500	1108	641	289	965	623	331	308	210	256	194	258
PCHAS_0412600	858	966	576	1260	508	561	759	471	793	286	397
PCHAS_0412700	1648	1354	702	1961	845	794	743	575	698	525	611
PCHAS_0412800	1506	1038	568	1647	755	728	575	450	531	379	511
PCHAS_0412850	4516	2240	1326	4433	2218	1984	1855	1456	1839	1169	1314
PCHAS_0412900	1385	761	465	1481	711	675	687	455	605	363	499
PCHAS_0413000	1009	978	613	1381	632	364	378	257	547	204	376
PCHAS_0413100	1634	1254	604	1901	946	981	786	639	873	564	713
PCHAS_0413200	509	372	188	557	285	240	236	176	246	140	194
PCHAS_0413300	78	37	18	53	24	67	45	37	55	25	31
PCHAS_0413400	742	301	112	669	430	438	222	211	233	349	282
PCHAS_0413500	1818	1151	524	2098	986	619	557	438	523	422	406
PCHAS_0413600	795	729	341	976	342	278	322	203	352	210	171
PCHAS_0413700	2738	2686	1463	4012	1625	1243	1515	1014	1560	689	1088
PCHAS_0413800	130	68	34	174	69	57	23	37	40	16	36
PCHAS_0413900	254	135	107	259	117	66	47	29	34	47	37
PCHAS_0414100	5509	4158	2102	6707	2786	3204	2298	1952	2617	1557	2222
PCHAS_0414200	582	547	262	667	347	202	288	188	233	91	183
PCHAS_0414300	412	677	192	327	112	81	42	35	105	55	64
PCHAS_0414400	452	280	146	504	224	126	113	73	102	61	72
PCHAS_0414500	1099	867	382	1304	601	575	608	504	626	341	484
PCHAS_0414600	93	47	55	72	34	68	40	50	84	38	37
PCHAS_0414700	61	58	42	89	41	31	16	9	22	16	7
PCHAS_0414800	1225	841	441	1388	620	413	499	325	501	234	313
PCHAS_0414900	2720	1619	1613	3237	1760	1707	1909	1428	1673	929	1179
PCHAS_0415000	2070	1599	870	2445	1136	781	740	631	846	454	566
PCHAS_0415100	981	732	508	1468	596	424	541	344	513	246	352
PCHAS_0415200	3069	1550	614	3111	1492	2327	1426	1188	1576	1317	1498
PCHAS_0415300	8670	6931	5572	11660	4927	5345	3481	3080	4152	2686	3415
PCHAS_0415400	1145	936	703	1526	716	429	471	333	666	163	412
PCHAS_0415500	5842	5893	3480	8625	3564	3224	3605	2467	4059	1564	2481
PCHAS_0415600	1066	770	638	1446	1218	762	426	385	816	401	990
PCHAS_0415700	1715	1460	1164	1939	1003	1406	993	907	1164	733	1039
PCHAS_0415800	130	64	27	172	73	47	25	15	29	23	32
PCHAS_0415900	2410	1407	749	2751	1477	2119	1462	1211	1482	1111	1294
PCHAS_0416000	1312	960	428	1543	762	834	661	530	594	470	572
PCHAS_0416100	1397	1085	543	1570	754	896	529	459	551	447	545
PCHAS_0416200	5107	2440	1652	5430	3018	3369	2373	2034	2397	1697	2205
PCHAS_0416300	14141	8949	4843	17309	8518	12341	9527	8348	10028	6372	8578
PCHAS_0416400	12153	7551	4576	14146	7375	6494	6940	5089	7216	3305	4699
PCHAS_0416500	1781	877	562	2141	1246	1200	1172	938	1375	618	915
PCHAS_0416600	2130	1517	781	2374	1245	1198	843	706	929	606	760
PCHAS_0416700	252	167	117	345	200	79	34	41	43	20	42
PCHAS_0416800	852	474	252	809	649	538	213	220	281	261	338
PCHAS_0416900	167026	106086	72151	208184	104844	127093	100574	83445	106852	60747	86513
PCHAS_0417000	3888	2891	1979	6266	3008	1247	491	432	819	722	884
PCHAS_0417100	795	617	430	1094	668	298	395	256	474	183	359
PCHAS_0417200	9717	5668	3763	11939	5867	10020	8102	6471	8209	4815	7341
PCHAS_0417300	2058	1656	715	2413	1182	1153	982	860	1012	722	734
PCHAS_0417400	6874	4114	2925	8260	4806	4399	5449	3434	5432	2449	3240
PCHAS_0417500	6274	4494	2562	7692	3471	5013	3992	3332	4002	2609	3245
PCHAS_0417600	5959	4736	2047	6636	3230	3940	2636	2435	2760	2398	2527
PCHAS_0417700	7806	5105	3251	10068	5054	4788	5345	3857	5632	2549	3938
PCHAS_0417800	622	691	473	972	366	233	303	167	342	129	140
PCHAS_0417900	1127	1152	464	1555	770	612	641	448	720	386	545
PCHAS_0418000	436	270	165	372	235	123	90	59	73	33	51
PCHAS_0418100	1038	514	194	1517	706	231	74	108	233	167	177
PCHAS_0418200	3259	2372	1308	4334	2010	1640	2144	1400	2200	845	1338
PCHAS_0418300	7196	5438	2458	9218	3725	6664	4173	4016	4816	3180	4565
PCHAS_0418400	6103	5606	4062	7838	3478	3039	3066	2218	3490	1528	2392
PCHAS_0418500	1458	657	321	2197	1123	362	183	147	347	260	253
PCHAS_0418600	4317	3288	1673	4852	2157	1132	1618	1079	1429	748	859
PCHAS_0418700	992	391	267	1001	956	986	452	437	610	697	616
PCHAS_0418800	6048	3236	2376	6988	3509	4483	3782	2946	3914	2248	3313
PCHAS_0418900	5094	4069	2845	7648	3293	2395	3481	2073	3933	1334	2539
PCHAS_0419000	31266	20115	12598	37995	19931	27969	24033	19851	22840	14926	19729
PCHAS_0419100	7021	5714	2514	8513	3810	4502	3357	2713	3643	2146	3082
PCHAS_0419200	2197	2046	1240	2785	1211	940	1061	772	1195	634	745
PCHAS_0419300	540	304	209	494	231	267	289	169	354	146	230
PCHAS_0419400	47	18	210	78	178	50	25	15	66	25	65
PCHAS_0419500	18	22	4	52	31	1041	637	565	931	496	756
PCHAS_0419600	18	26	13	65	16	530	503	542	883	277	497
PCHAS_0419700	278	222	195	426	207	291	311	226	436	142	278
PCHAS_0419800	1	10	2	10	0	139	110	104	269	56	165
PCHAS_0419900	6	1	2	7	8	93	128	129	189	82	122
PCHAS_0420000	11	3	4	25	3	414	222	221	401	194	325
PCHAS_0420100	2	2	0	2	0	570	530	414	886	269	544
PCHAS_0420200	5	3	2	2	0	423	366	283	584	225	434
PCHAS_0420300	26	14	4	22	13	688	382	336	616	419	538
PCHAS_0420400	234	93	115	233	207	120	27	43	78	44	88
PCHAS_0420451	423	273	112	371	150	207	105	109	151	92	134
PCHAS_0420500	228	133	141	261	325	202	77	143	164	99	265
PCHAS_0420600	17	17	37	34	141	34	12	12	65	12	78
PCHAS_0420700	136	87	56	192	102	124	219	127	118	67	106
PCHAS_0420800	3147	2304	907	5166	2398	73747	64383	49604	71984	47525	48648
PCHAS_0500100	220	14	109	233	231	270	102	157	259	133	279
PCHAS_0500200	100	101	27	134	27	421	352	191	294	367	516
PCHAS_0500300	73	61	84	131	113	72	87	30	173	66	129
PCHAS_0500400	78	35	13	69	34	4	5	5	7	3	7
PCHAS_0500500	1441	688	838	1844	2313	1299	752	764	1425	805	1641
PCHAS_0500600	12	35	1	17	31	72	46	16	33	7	58
PCHAS_0500700	149	108	89	229	74	59	18	26	39	29	47
PCHAS_0500800	2071	1506	1101	2026	913	1146	1234	860	1005	626	881
PCHAS_0500900	8115	7567	3971	10047	4229	3668	3385	2492	3457	1788	2474
PCHAS_0501000	2235	829	1149	2671	4723	3095	1154	1152	2091	2014	2947
PCHAS_0501100	10	6	0	10	5	8	0	1	3	0	8
PCHAS_0501200	1960	566	1045	2684	4212	2215	715	883	1743	1343	2685
PCHAS_0501300	46	24	10	44	20	14	10	5	12	9	12
PCHAS_0501400	6441	4499	2844	8199	4055	3653	4550	2848	4181	1878	2676
PCHAS_0501500	1640	723	317	1760	1361	1119	448	440	684	790	812
PCHAS_0501600	896	624	368	1151	558	269	425	266	431	162	246
PCHAS_0501700	387	154	75	440	447	252	97	87	170	191	182
PCHAS_0501800	1409	1310	699	1885	812	942	971	623	885	472	628
PCHAS_0501900	802	301	230	886	1180	874	299	315	505	478	782
PCHAS_0502000	3279	1681	917	3639	1797	1934	1722	1264	1595	984	1225
PCHAS_0502100	336	160	49	463	208	100	29	27	58	68	78
PCHAS_0502200	432	452	213	547	270	231	323	212	373	156	214
