id	BTAS	MTAS
PCHAS_0403000	98.0963008	121.3169995
PCHAS_0403100	28.8776308	17.6707415
PCHAS_0403200	279.6751096	270.250163333333
PCHAS_0403300	89.5964748	69.868629
PCHAS_0403400	37.5388722	11.3075128333333
PCHAS_0403500	0.3740518	0.1748445
PCHAS_0403600	100.547814	56.0154221666667
PCHAS_0403700	262.26174	215.7510355
PCHAS_0403800	61.747436	43.581963
PCHAS_0403900	2415.7995376	1646.65699266667
PCHAS_0404000	57.792803	36.702638
PCHAS_0404100	0.3354172	0.2414735
PCHAS_0404200	2.0824982	1.21421216666667
PCHAS_0404300	60.4017904	37.652365
PCHAS_0404400	109.654625	74.2383966666667
PCHAS_0404500	42.250723	46.9463001666667
PCHAS_0404600	33.5895876	25.0549788333333
PCHAS_0404700	267.3734092	152.427989
PCHAS_0404800	169.5231262	132.322406
PCHAS_0404900	79.9837288	76.6769133333333
PCHAS_0405000	186.3902964	222.0943845
PCHAS_0405100	343.0255758	215.627765833333
PCHAS_0405200	2.7053776	0.935161
PCHAS_0405300	613.2327764	402.029436
PCHAS_0405400	114.0395182	118.685903666667
PCHAS_0405500	51.6703674	30.0064386666667
PCHAS_0405600	555.1129132	428.558926166667
PCHAS_0405700	579.854298	610.8358725
PCHAS_0405800	519.5167018	356.294772
PCHAS_0405900	229.88041	210.182347166667
PCHAS_0406000	168.5573876	113.9460895
PCHAS_0406100	192.1514156	129.06536
PCHAS_0406200	1350.8439844	762.8298735
PCHAS_0406300	1283.2558768	787.054218333333
PCHAS_0406400	1107.875006	893.942144666667
PCHAS_0406500	19.3989956	18.8624276666667
PCHAS_0406600	32.2384424	21.4984656666667
PCHAS_0406700	167.6535384	157.666534
PCHAS_0406800	96.805661	71.1142718333333
PCHAS_0406900	97.2733324	158.368365666667
PCHAS_0407000	75.842995	41.7494985
PCHAS_0407100	2.2558766	0.780029666666667
PCHAS_0407200	72.5695684	61.9892123333333
PCHAS_0407300	23.925155	38.6182616666667
PCHAS_0407400	125.2830788	101.890120333333
PCHAS_0407500	30.0924922	27.6631158333333
PCHAS_0407600	67.0825368	26.3814818333333
PCHAS_0407700	175.4013868	176.135799333333
PCHAS_0407800	23.1422862	23.4173146666667
PCHAS_0407900	119.8454824	85.2765228333333
PCHAS_0408000	104.0753084	115.507399666667
PCHAS_0408100	48.4831792	33.8647513333333
PCHAS_0408200	13.7460192	3.18720216666667
PCHAS_0408300	67.0552888	84.9535503333333
PCHAS_0408400	17.5753798	13.3816081666667
PCHAS_0408500	144.8776628	85.8137696666667
PCHAS_0408600	2071.7871254	1544.57902683333
PCHAS_0408700	14.9170044	10.2760411666667
PCHAS_0408800	35.6318308	23.4660193333333
PCHAS_0408900	25.3505438	18.9679073333333
PCHAS_0409000	56.359096	39.8319923333333
PCHAS_0409100	0.8768448	0.247130666666667
PCHAS_0409200	11.5158148	13.7536398333333
